plot_id_needle,lat,long,year,month,vpdmax
FS_D5,39.34390447,-119.9219521,1899,06,11.4580001831055
FS_D5,39.34390447,-119.9219521,1899,07,16.6650009155273
FS_D5,39.34390447,-119.9219521,1899,08,11.0909996032715
FS_D5,39.34390447,-119.9219521,1899,09,14.5319995880127
FS_D5,39.34390447,-119.9219521,1899,10,5.81599998474121
FS_D5,39.34390447,-119.9219521,1899,11,4.26800012588501
FS_D5,39.34390447,-119.9219521,1899,12,3.67700004577637
FS_D5,39.34390447,-119.9219521,1900,,7.95900058746338
FS_D5,39.34390447,-119.9219521,1900,01,4.93499994277954
FS_D5,39.34390447,-119.9219521,1900,02,4.17399978637695
FS_D5,39.34390447,-119.9219521,1900,03,6.68900012969971
FS_D5,39.34390447,-119.9219521,1900,04,4.16499996185303
FS_D5,39.34390447,-119.9219521,1900,05,6.92600011825562
FS_D5,39.34390447,-119.9219521,1900,06,12.4910001754761
FS_D5,39.34390447,-119.9219521,1900,07,15.9420003890991
FS_D5,39.34390447,-119.9219521,1900,08,14.6789999008179
FS_D5,39.34390447,-119.9219521,1900,09,9.5
FS_D5,39.34390447,-119.9219521,1900,10,6.76599979400635
FS_D5,39.34390447,-119.9219521,1900,11,4.63100004196167
FS_D5,39.34390447,-119.9219521,1900,12,4.61100006103516
FS_D5,39.34390447,-119.9219521,1901,,8.07500076293945
FS_D5,39.34390447,-119.9219521,1901,01,2.74300003051758
FS_D5,39.34390447,-119.9219521,1901,02,2.79800009727478
FS_D5,39.34390447,-119.9219521,1901,03,5.28499984741211
FS_D5,39.34390447,-119.9219521,1901,04,5.46999979019165
FS_D5,39.34390447,-119.9219521,1901,05,6.90999984741211
FS_D5,39.34390447,-119.9219521,1901,06,9.73099994659424
FS_D5,39.34390447,-119.9219521,1901,07,16.75
FS_D5,39.34390447,-119.9219521,1901,08,15.7110004425049
FS_D5,39.34390447,-119.9219521,1901,09,11.6420001983643
FS_D5,39.34390447,-119.9219521,1901,10,8.97700023651123
FS_D5,39.34390447,-119.9219521,1901,11,5.67000007629395
FS_D5,39.34390447,-119.9219521,1901,12,5.21299982070923
FS_D5,39.34390447,-119.9219521,1902,,8.26300048828125
FS_D5,39.34390447,-119.9219521,1902,01,3.84200000762939
FS_D5,39.34390447,-119.9219521,1902,02,3.25300002098083
FS_D5,39.34390447,-119.9219521,1902,03,3.62299990653992
FS_D5,39.34390447,-119.9219521,1902,04,5.31400012969971
FS_D5,39.34390447,-119.9219521,1902,05,7.58799982070923
FS_D5,39.34390447,-119.9219521,1902,06,14.4259996414185
FS_D5,39.34390447,-119.9219521,1902,07,15.289999961853
FS_D5,39.34390447,-119.9219521,1902,08,15.1990003585815
FS_D5,39.34390447,-119.9219521,1902,09,14.4029998779297
FS_D5,39.34390447,-119.9219521,1902,10,8.65799999237061
FS_D5,39.34390447,-119.9219521,1902,11,4.07999992370605
FS_D5,39.34390447,-119.9219521,1902,12,3.49200010299683
FS_D5,39.34390447,-119.9219521,1903,,7.79700040817261
FS_D5,39.34390447,-119.9219521,1903,01,4.06799983978271
FS_D5,39.34390447,-119.9219521,1903,02,2.52500009536743
FS_D5,39.34390447,-119.9219521,1903,03,3.41899991035461
FS_D5,39.34390447,-119.9219521,1903,04,4.80999994277954
FS_D5,39.34390447,-119.9219521,1903,05,8.05500030517578
FS_D5,39.34390447,-119.9219521,1903,06,10.5450000762939
FS_D5,39.34390447,-119.9219521,1903,07,13.0310001373291
FS_D5,39.34390447,-119.9219521,1903,08,16.2110004425049
FS_D5,39.34390447,-119.9219521,1903,09,11.4350004196167
FS_D5,39.34390447,-119.9219521,1903,10,10.4630002975464
FS_D5,39.34390447,-119.9219521,1903,11,5.14499998092651
FS_D5,39.34390447,-119.9219521,1903,12,3.86199998855591
FS_D5,39.34390447,-119.9219521,1904,,8.26600074768066
FS_D5,39.34390447,-119.9219521,1904,01,4.28700017929077
FS_D5,39.34390447,-119.9219521,1904,02,4.35200023651123
FS_D5,39.34390447,-119.9219521,1904,03,2.72000002861023
FS_D5,39.34390447,-119.9219521,1904,04,6.05499982833862
FS_D5,39.34390447,-119.9219521,1904,05,8.83699989318848
FS_D5,39.34390447,-119.9219521,1904,06,12.7969999313354
FS_D5,39.34390447,-119.9219521,1904,07,15.2510004043579
FS_D5,39.34390447,-119.9219521,1904,08,15.0450000762939
FS_D5,39.34390447,-119.9219521,1904,09,11.03600025177
FS_D5,39.34390447,-119.9219521,1904,10,7.1230001449585
FS_D5,39.34390447,-119.9219521,1904,11,6.94500017166138
FS_D5,39.34390447,-119.9219521,1904,12,4.75400018692017
FS_D5,39.34390447,-119.9219521,1905,,9.33500003814697
FS_D5,39.34390447,-119.9219521,1905,01,4.55200004577637
FS_D5,39.34390447,-119.9219521,1905,02,4.6269998550415
FS_D5,39.34390447,-119.9219521,1905,03,4.59999990463257
FS_D5,39.34390447,-119.9219521,1905,04,6.78499984741211
FS_D5,39.34390447,-119.9219521,1905,05,6.51999998092651
FS_D5,39.34390447,-119.9219521,1905,06,11.0959997177124
FS_D5,39.34390447,-119.9219521,1905,07,20.0440006256104
FS_D5,39.34390447,-119.9219521,1905,08,17.5750007629395
FS_D5,39.34390447,-119.9219521,1905,09,14.5170001983643
FS_D5,39.34390447,-119.9219521,1905,10,9.6540002822876
FS_D5,39.34390447,-119.9219521,1905,11,7.13100004196167
FS_D5,39.34390447,-119.9219521,1905,12,4.9229998588562
FS_D5,39.34390447,-119.9219521,1906,,8.08400058746338
FS_D5,39.34390447,-119.9219521,1906,01,4.60599994659424
FS_D5,39.34390447,-119.9219521,1906,02,4.09100008010864
FS_D5,39.34390447,-119.9219521,1906,03,3.50799989700317
FS_D5,39.34390447,-119.9219521,1906,04,4.70499992370605
FS_D5,39.34390447,-119.9219521,1906,05,6.4689998626709
FS_D5,39.34390447,-119.9219521,1906,06,9.1879997253418
FS_D5,39.34390447,-119.9219521,1906,07,17.5799999237061
FS_D5,39.34390447,-119.9219521,1906,08,15.2449998855591
FS_D5,39.34390447,-119.9219521,1906,09,11.9329996109009
FS_D5,39.34390447,-119.9219521,1906,10,10.3929996490479
FS_D5,39.34390447,-119.9219521,1906,11,5.55200004577637
FS_D5,39.34390447,-119.9219521,1906,12,3.7409999370575
FS_D5,39.34390447,-119.9219521,1907,,8.06700038909912
FS_D5,39.34390447,-119.9219521,1907,01,2.47499990463257
FS_D5,39.34390447,-119.9219521,1907,02,4.84499979019165
FS_D5,39.34390447,-119.9219521,1907,03,1.88999998569489
FS_D5,39.34390447,-119.9219521,1907,04,8.69799995422363
FS_D5,39.34390447,-119.9219521,1907,05,7.72900009155273
FS_D5,39.34390447,-119.9219521,1907,06,7.82499980926514
FS_D5,39.34390447,-119.9219521,1907,07,14.7209997177124
FS_D5,39.34390447,-119.9219521,1907,08,15.8620004653931
FS_D5,39.34390447,-119.9219521,1907,09,11.9379997253418
FS_D5,39.34390447,-119.9219521,1907,10,8.94400024414062
FS_D5,39.34390447,-119.9219521,1907,11,7.61100006103516
FS_D5,39.34390447,-119.9219521,1907,12,4.27500009536743
FS_D5,39.34390447,-119.9219521,1908,,9.50300025939941
FS_D5,39.34390447,-119.9219521,1908,01,3.91700005531311
FS_D5,39.34390447,-119.9219521,1908,02,3.33899998664856
FS_D5,39.34390447,-119.9219521,1908,03,5.80399990081787
FS_D5,39.34390447,-119.9219521,1908,04,7.36899995803833
FS_D5,39.34390447,-119.9219521,1908,05,6.32800006866455
FS_D5,39.34390447,-119.9219521,1908,06,11.7279996871948
FS_D5,39.34390447,-119.9219521,1908,07,22.8290004730225
FS_D5,39.34390447,-119.9219521,1908,08,21.7520008087158
FS_D5,39.34390447,-119.9219521,1908,09,11.6490001678467
FS_D5,39.34390447,-119.9219521,1908,10,7.97700023651123
FS_D5,39.34390447,-119.9219521,1908,11,8.01500034332275
FS_D5,39.34390447,-119.9219521,1908,12,3.33400011062622
FS_D5,39.34390447,-119.9219521,1909,,8.39600086212158
FS_D5,39.34390447,-119.9219521,1909,01,1.82299995422363
FS_D5,39.34390447,-119.9219521,1909,02,2.14400005340576
FS_D5,39.34390447,-119.9219521,1909,03,5.04199981689453
FS_D5,39.34390447,-119.9219521,1909,04,8.61400032043457
FS_D5,39.34390447,-119.9219521,1909,05,7.58099985122681
FS_D5,39.34390447,-119.9219521,1909,06,11.2150001525879
FS_D5,39.34390447,-119.9219521,1909,07,16.6989994049072
FS_D5,39.34390447,-119.9219521,1909,08,19.8910007476807
FS_D5,39.34390447,-119.9219521,1909,09,13.710000038147
FS_D5,39.34390447,-119.9219521,1909,10,7.28700017929077
FS_D5,39.34390447,-119.9219521,1909,11,3.7260000705719
FS_D5,39.34390447,-119.9219521,1909,12,3.02600002288818
FS_D5,39.34390447,-119.9219521,1910,,10.4570007324219
FS_D5,39.34390447,-119.9219521,1910,01,3.74600005149841
FS_D5,39.34390447,-119.9219521,1910,02,5.51999998092651
FS_D5,39.34390447,-119.9219521,1910,03,10.1520004272461
FS_D5,39.34390447,-119.9219521,1910,04,8.97500038146973
FS_D5,39.34390447,-119.9219521,1910,05,10.5550003051758
FS_D5,39.34390447,-119.9219521,1910,06,12.6719999313354
FS_D5,39.34390447,-119.9219521,1910,07,19.6140003204346
FS_D5,39.34390447,-119.9219521,1910,08,19.5410003662109
FS_D5,39.34390447,-119.9219521,1910,09,12.9309997558594
FS_D5,39.34390447,-119.9219521,1910,10,10.7519998550415
FS_D5,39.34390447,-119.9219521,1910,11,5.19299983978271
FS_D5,39.34390447,-119.9219521,1910,12,5.83799982070923
FS_D5,39.34390447,-119.9219521,1911,,8.24900054931641
FS_D5,39.34390447,-119.9219521,1911,01,3.35999989509583
FS_D5,39.34390447,-119.9219521,1911,02,3.3199999332428
FS_D5,39.34390447,-119.9219521,1911,03,5.89400005340576
FS_D5,39.34390447,-119.9219521,1911,04,6.30600023269653
FS_D5,39.34390447,-119.9219521,1911,05,5.59999990463257
FS_D5,39.34390447,-119.9219521,1911,06,11.9879999160767
FS_D5,39.34390447,-119.9219521,1911,07,17.8889999389648
FS_D5,39.34390447,-119.9219521,1911,08,16.0869998931885
FS_D5,39.34390447,-119.9219521,1911,09,9.11800003051758
FS_D5,39.34390447,-119.9219521,1911,10,7.88399982452393
FS_D5,39.34390447,-119.9219521,1911,11,7.16499996185303
FS_D5,39.34390447,-119.9219521,1911,12,4.38399982452393
FS_D5,39.34390447,-119.9219521,1912,,7.47900056838989
FS_D5,39.34390447,-119.9219521,1912,01,3.31699991226196
FS_D5,39.34390447,-119.9219521,1912,02,3.94700002670288
FS_D5,39.34390447,-119.9219521,1912,03,2.63299989700317
FS_D5,39.34390447,-119.9219521,1912,04,4.53499984741211
FS_D5,39.34390447,-119.9219521,1912,05,7.47499990463257
FS_D5,39.34390447,-119.9219521,1912,06,10.210000038147
FS_D5,39.34390447,-119.9219521,1912,07,14.4069995880127
FS_D5,39.34390447,-119.9219521,1912,08,15.2189998626709
FS_D5,39.34390447,-119.9219521,1912,09,10.8599996566772
FS_D5,39.34390447,-119.9219521,1912,10,6.30000019073486
FS_D5,39.34390447,-119.9219521,1912,11,6.18300008773804
FS_D5,39.34390447,-119.9219521,1912,12,4.66499996185303
FS_D5,39.34390447,-119.9219521,1913,,7.62900018692017
FS_D5,39.34390447,-119.9219521,1913,01,2.51900005340576
FS_D5,39.34390447,-119.9219521,1913,02,3.43600010871887
FS_D5,39.34390447,-119.9219521,1913,03,3.90400004386902
FS_D5,39.34390447,-119.9219521,1913,04,3.78900003433228
FS_D5,39.34390447,-119.9219521,1913,05,4.74499988555908
FS_D5,39.34390447,-119.9219521,1913,06,6.69000005722046
FS_D5,39.34390447,-119.9219521,1913,07,15.9499998092651
FS_D5,39.34390447,-119.9219521,1913,08,16.9799995422363
FS_D5,39.34390447,-119.9219521,1913,09,13.3800001144409
FS_D5,39.34390447,-119.9219521,1913,10,11.6850004196167
FS_D5,39.34390447,-119.9219521,1913,11,5.09700012207031
FS_D5,39.34390447,-119.9219521,1913,12,3.37700009346008
FS_D5,39.34390447,-119.9219521,1914,,9.16000080108643
FS_D5,39.34390447,-119.9219521,1914,01,2.63299989700317
FS_D5,39.34390447,-119.9219521,1914,02,4.69500017166138
FS_D5,39.34390447,-119.9219521,1914,03,7.38800001144409
FS_D5,39.34390447,-119.9219521,1914,04,5.11600017547607
FS_D5,39.34390447,-119.9219521,1914,05,9.28899955749512
FS_D5,39.34390447,-119.9219521,1914,06,9.77700042724609
FS_D5,39.34390447,-119.9219521,1914,07,16.3269996643066
FS_D5,39.34390447,-119.9219521,1914,08,20.6940002441406
FS_D5,39.34390447,-119.9219521,1914,09,12.4720001220703
FS_D5,39.34390447,-119.9219521,1914,10,9.10400009155273
FS_D5,39.34390447,-119.9219521,1914,11,9.75699996948242
FS_D5,39.34390447,-119.9219521,1914,12,2.66799998283386
FS_D5,39.34390447,-119.9219521,1915,,9.64900016784668
FS_D5,39.34390447,-119.9219521,1915,01,4.11999988555908
FS_D5,39.34390447,-119.9219521,1915,02,3.06399989128113
FS_D5,39.34390447,-119.9219521,1915,03,4.52899980545044
FS_D5,39.34390447,-119.9219521,1915,04,6.67700004577637
FS_D5,39.34390447,-119.9219521,1915,05,5.65100002288818
FS_D5,39.34390447,-119.9219521,1915,06,11.7209997177124
FS_D5,39.34390447,-119.9219521,1915,07,17.0069999694824
FS_D5,39.34390447,-119.9219521,1915,08,21.7119998931885
FS_D5,39.34390447,-119.9219521,1915,09,13.8549995422363
FS_D5,39.34390447,-119.9219521,1915,10,16.548999786377
FS_D5,39.34390447,-119.9219521,1915,11,6.87099981307983
FS_D5,39.34390447,-119.9219521,1915,12,4.03399991989136
FS_D5,39.34390447,-119.9219521,1916,,7.74500036239624
FS_D5,39.34390447,-119.9219521,1916,01,1.27100002765656
FS_D5,39.34390447,-119.9219521,1916,02,3.51200008392334
FS_D5,39.34390447,-119.9219521,1916,03,5.4980001449585
FS_D5,39.34390447,-119.9219521,1916,04,6.90399980545044
FS_D5,39.34390447,-119.9219521,1916,05,5.91499996185303
FS_D5,39.34390447,-119.9219521,1916,06,11.6780004501343
FS_D5,39.34390447,-119.9219521,1916,07,15.8079996109009
FS_D5,39.34390447,-119.9219521,1916,08,17.1809997558594
FS_D5,39.34390447,-119.9219521,1916,09,12.9049997329712
FS_D5,39.34390447,-119.9219521,1916,10,4.90199995040894
FS_D5,39.34390447,-119.9219521,1916,11,4.75600004196167
FS_D5,39.34390447,-119.9219521,1916,12,2.61400008201599
FS_D5,39.34390447,-119.9219521,1917,,8.84200000762939
FS_D5,39.34390447,-119.9219521,1917,01,2.2039999961853
FS_D5,39.34390447,-119.9219521,1917,02,2.67400002479553
FS_D5,39.34390447,-119.9219521,1917,03,4.34299993515015
FS_D5,39.34390447,-119.9219521,1917,04,5.53599977493286
FS_D5,39.34390447,-119.9219521,1917,05,4.74399995803833
FS_D5,39.34390447,-119.9219521,1917,06,12.78600025177
FS_D5,39.34390447,-119.9219521,1917,07,19.8490009307861
FS_D5,39.34390447,-119.9219521,1917,08,20.8290004730225
FS_D5,39.34390447,-119.9219521,1917,09,11.3159999847412
FS_D5,39.34390447,-119.9219521,1917,10,11.9350004196167
FS_D5,39.34390447,-119.9219521,1917,11,4.72200012207031
FS_D5,39.34390447,-119.9219521,1917,12,5.17500019073486
FS_D5,39.34390447,-119.9219521,1918,,8.82700061798096
FS_D5,39.34390447,-119.9219521,1918,01,3.23799991607666
FS_D5,39.34390447,-119.9219521,1918,02,3.69199991226196
FS_D5,39.34390447,-119.9219521,1918,03,4.78900003433228
FS_D5,39.34390447,-119.9219521,1918,04,5.35900020599365
FS_D5,39.34390447,-119.9219521,1918,05,6.25400018692017
FS_D5,39.34390447,-119.9219521,1918,06,16.32200050354
FS_D5,39.34390447,-119.9219521,1918,07,18.7740001678467
FS_D5,39.34390447,-119.9219521,1918,08,20.8269996643066
FS_D5,39.34390447,-119.9219521,1918,09,9.62600040435791
FS_D5,39.34390447,-119.9219521,1918,10,8.27700042724609
FS_D5,39.34390447,-119.9219521,1918,11,5.18400001525879
FS_D5,39.34390447,-119.9219521,1918,12,3.58400011062622
FS_D5,39.34390447,-119.9219521,1919,,9.87100028991699
FS_D5,39.34390447,-119.9219521,1919,01,5.74100017547607
FS_D5,39.34390447,-119.9219521,1919,02,2.07100009918213
FS_D5,39.34390447,-119.9219521,1919,03,4.13700008392334
FS_D5,39.34390447,-119.9219521,1919,04,5.74100017547607
FS_D5,39.34390447,-119.9219521,1919,05,13.6979999542236
FS_D5,39.34390447,-119.9219521,1919,06,14.1940002441406
FS_D5,39.34390447,-119.9219521,1919,07,22.181999206543
FS_D5,39.34390447,-119.9219521,1919,08,21.7469997406006
FS_D5,39.34390447,-119.9219521,1919,09,13.5419998168945
FS_D5,39.34390447,-119.9219521,1919,10,5.81899976730347
FS_D5,39.34390447,-119.9219521,1919,11,5.63199996948242
FS_D5,39.34390447,-119.9219521,1919,12,3.95000004768372
FS_D5,39.34390447,-119.9219521,1920,,8.92500019073486
FS_D5,39.34390447,-119.9219521,1920,01,4.86999988555908
FS_D5,39.34390447,-119.9219521,1920,02,3.65899991989136
FS_D5,39.34390447,-119.9219521,1920,03,3.89100003242493
FS_D5,39.34390447,-119.9219521,1920,04,4.94399976730347
FS_D5,39.34390447,-119.9219521,1920,05,9.61900043487549
FS_D5,39.34390447,-119.9219521,1920,06,12.7950000762939
FS_D5,39.34390447,-119.9219521,1920,07,18.9580001831055
FS_D5,39.34390447,-119.9219521,1920,08,21.2040004730225
FS_D5,39.34390447,-119.9219521,1920,09,13.8900003433228
FS_D5,39.34390447,-119.9219521,1920,10,6.4850001335144
FS_D5,39.34390447,-119.9219521,1920,11,3.63299989700317
FS_D5,39.34390447,-119.9219521,1920,12,3.16300010681152
FS_D5,39.34390447,-119.9219521,1921,,9.55300045013428
FS_D5,39.34390447,-119.9219521,1921,01,2.49300003051758
FS_D5,39.34390447,-119.9219521,1921,02,4.44500017166138
FS_D5,39.34390447,-119.9219521,1921,03,4.78399991989136
FS_D5,39.34390447,-119.9219521,1921,04,4.99300003051758
FS_D5,39.34390447,-119.9219521,1921,05,6.10799980163574
FS_D5,39.34390447,-119.9219521,1921,06,12.331000328064
FS_D5,39.34390447,-119.9219521,1921,07,22.3770008087158
FS_D5,39.34390447,-119.9219521,1921,08,20.2859992980957
FS_D5,39.34390447,-119.9219521,1921,09,14.4040002822876
FS_D5,39.34390447,-119.9219521,1921,10,10.6490001678467
FS_D5,39.34390447,-119.9219521,1921,11,7.21099996566772
FS_D5,39.34390447,-119.9219521,1921,12,4.56599998474121
FS_D5,39.34390447,-119.9219521,1922,,8.86800003051758
FS_D5,39.34390447,-119.9219521,1922,01,3.28299999237061
FS_D5,39.34390447,-119.9219521,1922,02,2.85700011253357
FS_D5,39.34390447,-119.9219521,1922,03,3.37400007247925
FS_D5,39.34390447,-119.9219521,1922,04,4.80700016021729
FS_D5,39.34390447,-119.9219521,1922,05,7.82999992370605
FS_D5,39.34390447,-119.9219521,1922,06,13.456000328064
FS_D5,39.34390447,-119.9219521,1922,07,20.3449993133545
FS_D5,39.34390447,-119.9219521,1922,08,16.8939990997314
FS_D5,39.34390447,-119.9219521,1922,09,16.0930004119873
FS_D5,39.34390447,-119.9219521,1922,10,8.48299980163574
FS_D5,39.34390447,-119.9219521,1922,11,5.66699981689453
FS_D5,39.34390447,-119.9219521,1922,12,3.33100008964539
FS_D5,39.34390447,-119.9219521,1923,,8.3080005645752
FS_D5,39.34390447,-119.9219521,1923,01,3.8289999961853
FS_D5,39.34390447,-119.9219521,1923,02,4.82000017166138
FS_D5,39.34390447,-119.9219521,1923,03,6.05000019073486
FS_D5,39.34390447,-119.9219521,1923,04,4.17799997329712
FS_D5,39.34390447,-119.9219521,1923,05,8.34899997711182
FS_D5,39.34390447,-119.9219521,1923,06,7.82299995422363
FS_D5,39.34390447,-119.9219521,1923,07,18.8419990539551
FS_D5,39.34390447,-119.9219521,1923,08,17.3470001220703
FS_D5,39.34390447,-119.9219521,1923,09,11.4770002365112
FS_D5,39.34390447,-119.9219521,1923,10,7.04300022125244
FS_D5,39.34390447,-119.9219521,1923,11,6.25099992752075
FS_D5,39.34390447,-119.9219521,1923,12,3.69199991226196
FS_D5,39.34390447,-119.9219521,1924,,10.5630006790161
FS_D5,39.34390447,-119.9219521,1924,01,4.43400001525879
FS_D5,39.34390447,-119.9219521,1924,02,6.3439998626709
FS_D5,39.34390447,-119.9219521,1924,03,4.30000019073486
FS_D5,39.34390447,-119.9219521,1924,04,7.23099994659424
FS_D5,39.34390447,-119.9219521,1924,05,14.3850002288818
FS_D5,39.34390447,-119.9219521,1924,06,16.3379993438721
FS_D5,39.34390447,-119.9219521,1924,07,21.7649993896484
FS_D5,39.34390447,-119.9219521,1924,08,20.1919994354248
FS_D5,39.34390447,-119.9219521,1924,09,15.2180004119873
FS_D5,39.34390447,-119.9219521,1924,10,6.95900011062622
FS_D5,39.34390447,-119.9219521,1924,11,5.38299989700317
FS_D5,39.34390447,-119.9219521,1924,12,4.21000003814697
FS_D5,39.34390447,-119.9219521,1925,,8.5310001373291
FS_D5,39.34390447,-119.9219521,1925,01,3.61999988555908
FS_D5,39.34390447,-119.9219521,1925,02,3.95199990272522
FS_D5,39.34390447,-119.9219521,1925,03,5.33900022506714
FS_D5,39.34390447,-119.9219521,1925,04,6.59700012207031
FS_D5,39.34390447,-119.9219521,1925,05,7.98699998855591
FS_D5,39.34390447,-119.9219521,1925,06,12.206000328064
FS_D5,39.34390447,-119.9219521,1925,07,17.5259990692139
FS_D5,39.34390447,-119.9219521,1925,08,15.2729997634888
FS_D5,39.34390447,-119.9219521,1925,09,9.92500019073486
FS_D5,39.34390447,-119.9219521,1925,10,7.97200012207031
FS_D5,39.34390447,-119.9219521,1925,11,5.6230001449585
FS_D5,39.34390447,-119.9219521,1925,12,6.35300016403198
FS_D5,39.34390447,-119.9219521,1926,,11.0050001144409
FS_D5,39.34390447,-119.9219521,1926,01,5.76900005340576
FS_D5,39.34390447,-119.9219521,1926,02,3.82100009918213
FS_D5,39.34390447,-119.9219521,1926,03,7.71400022506714
FS_D5,39.34390447,-119.9219521,1926,04,8.68099975585938
FS_D5,39.34390447,-119.9219521,1926,05,10.1920003890991
FS_D5,39.34390447,-119.9219521,1926,06,19.5030002593994
FS_D5,39.34390447,-119.9219521,1926,07,21.0659999847412
FS_D5,39.34390447,-119.9219521,1926,08,21.3969993591309
FS_D5,39.34390447,-119.9219521,1926,09,13.6230001449585
FS_D5,39.34390447,-119.9219521,1926,10,10.7279996871948
FS_D5,39.34390447,-119.9219521,1926,11,6.16499996185303
FS_D5,39.34390447,-119.9219521,1926,12,3.41199994087219
FS_D5,39.34390447,-119.9219521,1927,,8.63899993896484
FS_D5,39.34390447,-119.9219521,1927,01,3.36100006103516
FS_D5,39.34390447,-119.9219521,1927,02,1.89199995994568
FS_D5,39.34390447,-119.9219521,1927,03,4.31599998474121
FS_D5,39.34390447,-119.9219521,1927,04,4.80200004577637
FS_D5,39.34390447,-119.9219521,1927,05,6.91400003433228
FS_D5,39.34390447,-119.9219521,1927,06,12.9139995574951
FS_D5,39.34390447,-119.9219521,1927,07,19.011999130249
FS_D5,39.34390447,-119.9219521,1927,08,18.5160007476807
FS_D5,39.34390447,-119.9219521,1927,09,11.8430004119873
FS_D5,39.34390447,-119.9219521,1927,10,10.9390001296997
FS_D5,39.34390447,-119.9219521,1927,11,5.39200019836426
FS_D5,39.34390447,-119.9219521,1927,12,3.77500009536743
FS_D5,39.34390447,-119.9219521,1928,,9.8730001449585
FS_D5,39.34390447,-119.9219521,1928,01,4.47499990463257
FS_D5,39.34390447,-119.9219521,1928,02,4.5149998664856
FS_D5,39.34390447,-119.9219521,1928,03,4.21099996566772
FS_D5,39.34390447,-119.9219521,1928,04,5.52199983596802
FS_D5,39.34390447,-119.9219521,1928,05,13.1040000915527
FS_D5,39.34390447,-119.9219521,1928,06,12.4219999313354
FS_D5,39.34390447,-119.9219521,1928,07,19.246000289917
